Cluster number,HOUSEHOLD number,Number of HOUSEHOLD members,Number of eligible women in HH,Number of eligible men in HH,Number of de jure members,Number of de facto members,Number of children 5 and under,Region,Type of place of residence,Place of residence,Cluster altitude in meters,Source of drinking water,Time to get to water source,Type of toilet facility,Has electricity,Has radio,Has television,Has refrigerator,Main floor material,Main wall material,Main roof material,Rooms used for sleeping,Has a landline telephone,Share toilet with other households,Type of cooking fuel,Have bednet for sleeping,Anything done to water to make safe to drink,Water usually treated by: boil,Water usually treated by: add bleach/chlorine,Water usually treated by: strain through a cloth,Water usually treated by: use water filter,Water usually treated by: solar disinfection,Water usually treated by: let it stand and settle,Water usually treated by: other,Number of households sharing toilet,Wealth index,Wealth index factor score (5 decimals),Mainland/Zanzibar,Who provides water at main source,Paraffin lamp,Iron,Main source of energy for lighting,How far is the nearest market place (kilometers),How many meals per day,How far is the nearest health facility
7,165,5,1,0,5,5,0,Dodoma,Rural,Countryside,1023,Public tap/standpipe,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,No,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Poorer,-64000,Mainland rural,Authority,No,No,Paraffin-wick lamp,2,3,0
8,104,9,1,1,9,9,3,Dodoma,Rural,Countryside,1444,Protected public well,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-25000,Mainland rural, ,Yes,Yes,Other,150,2,1
8,145,3,1,1,3,3,1,Dodoma,Rural,Countryside,1444,Public tap/standpipe,20,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-19000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,150,3,0
8,159,4,1,0,4,3,1,Dodoma,Rural,Countryside,1444,Protected public well,20,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorer,-66000,Mainland rural, ,No,No,Paraffin-wick lamp,17,2,0
8,173,5,1,0,5,5,1,Dodoma,Rural,Countryside,1444,Public tap/standpipe,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-56000,Mainland rural,Authority,No,No,Paraffin-wick lamp,150,3,0
8,186,2,0,0,2,2,0,Dodoma,Rural,Countryside,1444,Public tap/standpipe,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,4,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Middle,-55000,Mainland rural,Authority,No,No,Paraffin-wick lamp,150,3,0
8,200,5,1,0,5,5,1,Dodoma,Rural,Countryside,1444,Open public well,40,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorest,-96000,Mainland rural, ,No,No,Paraffin-wick lamp,150,2,3
8,214,3,1,0,3,3,1,Dodoma,Rural,Countryside,1444,River/dam/lake/ponds/stream/canal/irirgation channel,15,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorer,-77000,Mainland rural, ,No,No,Other,150,2,2
8,227,8,1,1,8,8,3,Dodoma,Rural,Countryside,1444,Public tap/standpipe,45,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-85000,Mainland rural,Authority,No,No,Paraffin-wick lamp,150,2,2
8,241,5,1,0,5,5,1,Dodoma,Rural,Countryside,1444,Protected public well,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-72000,Mainland rural, ,No,No,Other,150,2,1
8,254,4,1,0,4,3,2,Dodoma,Rural,Countryside,1444,Protected public well,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-66000,Mainland rural, ,No,No,Paraffin-wick lamp,150,2,1
8,282,4,1,0,4,4,2,Dodoma,Rural,Countryside,1444,Protected public well,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-95000,Mainland rural, ,No,No,Paraffin-wick lamp,150,2,0
8,295,4,1,0,4,4,1,Dodoma,Rural,Countryside,1444,Protected public well,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-76000,Mainland rural, ,No,No,Other,150,2,1
9,26,8,1,0,8,8,3,Dodoma,Rural,Countryside,826,Spring,180,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,4,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorer,-74000,Mainland rural, ,No,No,Other,27,3,0
9,121,8,2,0,8,8,1,Dodoma,Rural,Countryside,826,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-89000,Mainland rural, ,No,No,Other,26,3,0
9,140,2,0,0,2,2,1,Dodoma,Rural,Countryside,826,River/dam/lake/ponds/stream/canal/irirgation channel,180,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-91000,Mainland rural, ,No,No,Paraffin-wick lamp,27,2,2
9,197,9,2,0,9,9,4,Dodoma,Rural,Countryside,826,River/dam/lake/ponds/stream/canal/irirgation channel,120,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-55000,Mainland rural, ,No,No,Paraffin-wick lamp,26,3,0
9,216,5,1,0,5,5,2,Dodoma,Rural,Countryside,826,Spring,180,No facility/bush/field,No,No,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-99000,Mainland rural, ,No,No,Paraffin-wick lamp,26,2,0
9,234,3,1,0,3,3,1,Dodoma,Rural,Countryside,826,River/dam/lake/ponds/stream/canal/irirgation channel,120,No facility/bush/field,No,No,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-94000,Mainland rural, ,No,No,Firewood,26,2,0
9,272,4,1,0,4,4,2,Dodoma,Rural,Countryside,826,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Sun-dried bricks,Iron sheets,2,No,No,Charcoal,Yes,No,No,No,No,No,No,No,No, ,Richer,78000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,26,3,0
9,291,4,1,0,4,4,2,Dodoma,Rural,Countryside,826,Open public well,90,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-84000,Mainland rural, ,No,No,Other,28,2,2
9,310,2,1,0,2,2,1,Dodoma,Rural,Countryside,826,River/dam/lake/ponds/stream/canal/irirgation channel,180,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorest,-86000,Mainland rural, ,No,No,Paraffin-wick lamp,27,3,2
9,329,6,0,0,6,5,1,Dodoma,Rural,Countryside,826,River/dam/lake/ponds/stream/canal/irirgation channel,80,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,5,Poorest,-88000,Mainland rural, ,No,No,Firewood,26,2,1
9,348,4,1,0,4,4,2,Dodoma,Rural,Countryside,826,River/dam/lake/ponds/stream/canal/irirgation channel,120,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-79000,Mainland rural, ,No,No,Paraffin-wick lamp,26,3,0
9,367,4,1,1,3,4,2,Dodoma,Rural,Countryside,826,River/dam/lake/ponds/stream/canal/irirgation channel,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,Yes,No,No,No,No,No,Yes,No, ,Poorer,-80000,Mainland rural, ,No,No,Paraffin-wick lamp,27,2,2
9,386,3,1,0,3,3,0,Dodoma,Rural,Countryside,826,Open public well,90,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,Yes,Straw / shrubs / grass,Yes,No,No,No,No,No,No,No,No,3,Poorest,-88000,Mainland rural, ,No,No,Paraffin-wick lamp,26,2,2
9,405,6,1,0,6,6,1,Dodoma,Rural,Countryside,826,River/dam/lake/ponds/stream/canal/irirgation channel,60,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-99000,Mainland rural, ,No,No,Firewood,26,2,5
10,6,4,1,0,4,4,1,Dodoma,Rural,Countryside,1295,Protected public well,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorer,-76000,Mainland rural, ,No,No,Paraffin-wick lamp,44,2,2
10,19,5,1,0,5,5,2,Dodoma,Rural,Countryside,1295,Protected public well,60,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-55000,Mainland rural, ,No,No,Paraffin-wick lamp,46,2,0
10,39,3,1,0,3,3,0,Dodoma,Rural,Countryside,1295,Protected public well,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Iron sheets,4,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-73000,Mainland rural, ,No,No,Paraffin-wick lamp,43,2,0
10,59,8,1,0,8,8,1,Dodoma,Rural,Countryside,1295,Protected public well,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,5,No,No,Charcoal,Yes,No,No,No,No,No,No,No,No, ,Richer,17000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,44,3,0
10,111,3,0,1,3,3,0,Dodoma,Rural,Countryside,1295,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,2,No,Yes,Wood,No,No,No,No,No,No,No,No,No,4,Poorest,-86000,Mainland rural,Authority,No,No,Paraffin-wick lamp,43,2,1
10,125,6,1,0,6,6,2,Dodoma,Rural,Countryside,1295,Protected public well,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Middle,-38000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,46,3,0
10,131,7,1,1,7,7,3,Dodoma,Rural,Countryside,1295,Protected public well,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-1000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,43,3,0
10,138,3,1,0,3,3,0,Dodoma,Rural,Countryside,1295,Protected public well,180,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-56000,Mainland rural, ,No,No,Paraffin-wick lamp,45,2,1
10,144,11,3,0,11,10,3,Dodoma,Rural,Countryside,1295,Protected public well,180,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-83000,Mainland rural, ,No,No,Paraffin-wick lamp,43,2,0
11,18,7,1,0,7,6,2,Dodoma,Rural,Countryside,1196,Protected public well,240,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,5,Poorest,-95000,Mainland rural, ,No,No,Paraffin-wick lamp,26,2,4
11,89,5,1,0,5,4,2,Dodoma,Rural,Countryside,1196,Protected public well,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorer,-70000,Mainland rural, ,No,No,Paraffin-wick lamp,23,2,0
11,112,9,2,0,9,9,1,Dodoma,Rural,Countryside,1196,River/dam/lake/ponds/stream/canal/irirgation channel,180,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-44000,Mainland rural, ,No,Yes,Paraffin-wick lamp,26,3,0
11,160,6,1,0,6,4,2,Dodoma,Rural,Countryside,1196,Public tap/standpipe,120,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Iron sheets,3,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorer,-70000,Mainland rural,CBO/NGO,No,No,Paraffin-wick lamp,26,2,3
11,171,13,3,0,10,13,3,Dodoma,Rural,Countryside,1196,Spring,180,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-90000,Mainland rural, ,No,No,Firewood,26,3,4
11,183,7,1,0,7,6,0,Dodoma,Rural,Countryside,1196,Protected public well,180,No facility/bush/field,No,No,No,No,"Earth, sand, dung",OTHER,Iron sheets,3,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-64000,Mainland rural, ,No,No,Other,26,2,4
11,195,13,2,3,13,13,3,Dodoma,Rural,Countryside,1196,Protected public well,120,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Iron sheets,4,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,3,Poorer,-66000,Mainland rural, ,No,No,Paraffin-wick lamp,26,2,3
11,207,6,1,0,6,4,3,Dodoma,Rural,Countryside,1196,River/dam/lake/ponds/stream/canal/irirgation channel,180,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorest,-81000,Mainland rural, ,No,No,Paraffin-wick lamp,26,2,4
11,231,2,0,1,2,2,0,Dodoma,Rural,Countryside,1196,Protected public well,120,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorer,-64000,Mainland rural, ,No,No,Paraffin-wick lamp,26,2,3
11,242,5,1,0,5,5,2,Dodoma,Rural,Countryside,1196,Open public well,90,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Iron sheets,1,No,Yes,Charcoal,Yes,No,No,No,No,No,No,No,No,3,Middle,-41000,Mainland rural, ,No,No,Paraffin-wick lamp,26,2,3
12,86,5,1,0,5,5,2,Dodoma,Rural,Countryside,1085,Protected public well,90,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,3,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-79000,Mainland rural, ,No,No,Other,94,3,9
12,95,4,0,0,4,3,1,Dodoma,Rural,Countryside,1085,Open public well,30,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-97000,Mainland rural, ,No,No,Paraffin-wick lamp,92,2,4
12,114,7,1,0,7,6,2,Dodoma,Rural,Countryside,1085,Open public well,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,3,Poorer,-66000,Mainland rural, ,No,No,Paraffin-wick lamp,92,2,5
12,123,5,1,1,5,5,2,Dodoma,Rural,Countryside,1085,Spring,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-71000,Mainland rural, ,No,No,Paraffin-wick lamp,90,2,4
12,141,1,0,0,1,1,0,Dodoma,Rural,Countryside,1085,Spring,10,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Stones,Grass/thatch/mud,2,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-78000,Mainland rural, ,No,No,Paraffin-wick lamp,92,2,9
12,168,2,1,0,2,2,0,Dodoma,Rural,Countryside,1085,Spring,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,8,Poorest,-85000,Mainland rural, ,No,No,Paraffin-wick lamp,91,2,5
12,196,3,1,0,3,3,2,Dodoma,Rural,Countryside,1085,Spring,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-88000,Mainland rural, ,No,No,Paraffin-wick lamp,94,2,8
13,31,1,0,0,1,1,0,Dodoma,Rural,Countryside,1144,Open public well,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,1,No,Yes,Wood,Yes,Yes,No,No,Yes,No,No,No,No,2,Middle,-51000,Mainland rural, ,No,No,Paraffin-presuure lamp,30,2,0
13,103,5,1,0,5,5,1,Dodoma,Rural,Countryside,1144,Spring,20,No facility/bush/field,No,No,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-93000,Mainland rural, ,No,No,Firewood,28,2,0
13,115,5,1,0,5,5,2,Dodoma,Rural,Countryside,1144,Spring,20,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,4,Poorest,-96000,Mainland rural, ,No,No,Paraffin-wick lamp,28,2,0
13,127,5,1,1,5,5,2,Dodoma,Rural,Countryside,1144,Open public well,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-31000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,30,2,0
13,152,5,1,0,5,4,1,Dodoma,Rural,Countryside,1144,Spring,20,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,3,Middle,-49000,Mainland rural, ,No,No,Paraffin-wick lamp,29,2,0
13,164,4,0,1,4,4,1,Dodoma,Rural,Countryside,1144,Public tap/standpipe,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-52000,Mainland rural,Authority,No,No,Paraffin-wick lamp,29,2,0
13,176,7,1,0,7,7,1,Dodoma,Rural,Countryside,1144,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,3,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorer,-74000,Mainland rural, ,No,No,Paraffin-wick lamp,30,2,0
13,188,4,0,0,4,4,0,Dodoma,Rural,Countryside,1144,Spring,20,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,3,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorer,-58000,Mainland rural, ,No,No,Paraffin-wick lamp,29,2,1
13,212,3,0,0,3,3,0,Dodoma,Rural,Countryside,1144,Spring,20,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,No,Charcoal,Yes,Yes,Yes,Yes,No,No,No,No,No, ,Richer,48000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,28,3,0
13,248,6,0,0,5,5,1,Dodoma,Rural,Countryside,1144,Spring,15,No facility/bush/field,No,No,No,No,"Earth, sand, dung",OTHER,Grass/thatch/mud,3,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-91000,Mainland rural, ,No,No,Paraffin-wick lamp,29,2,1
