,house_number,households_number,households_women,households_men,households_children,region,residence_type,residence_type,drink_water_source,time_water_source,toilet_type,electricity,radio,tv,refrigerator,floor_material,wall_material,roof_material,sleeping_room,landline,share_toilet,cooking_fuel_type,bednet,treat_water,water_boil,water_bleach,water_strain,water_filter,water_solar,water_settle,water_other,house_share_toilet,wealth_index,wealth_index_score,location,water_provider,paraffin_lamp,iron,lighting_source,distance_market,meals_day,distance_health
245,93,2,1,0,1,Arusha,Rural,Countryside,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,1,No,Yes,Charcoal,Yes,No,No,No,No,No,No,No,No,3,Richer,18000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,49,2,4
246,155,5,1,0,2,Arusha,Rural,Countryside,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-95000,Mainland rural,Authority,No,No,Paraffin-wick lamp,50,2,8
247,190,1,0,0,0,Arusha,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,16,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-99000,Mainland rural, ,No,No,Paraffin-wick lamp,52,2,3
248,94,4,1,0,1,Arusha,Rural,Countryside,Public tap/standpipe,5,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,4,Middle,-43000,Mainland rural,Authority,Yes,No,Paraffin-hurricane lamp,4,3,3
249,122,6,2,0,0,Arusha,Rural,Countryside,Public tap/standpipe,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-25000,Mainland rural,CBO/NGO,Yes,No,Paraffin-hurricane lamp,80,1,2
250,151,5,1,1,2,Arusha,Rural,Countryside,Public tap/standpipe,60,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-93000,Mainland rural,Authority,No,No,Paraffin-wick lamp,80,2,3
251,209,6,1,0,1,Arusha,Rural,Countryside,Public tap/standpipe,20,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-52000,Mainland rural,Authority,No,No,Paraffin-wick lamp,80,2,0
252,252,3,1,0,1,Arusha,Rural,Countryside,Public tap/standpipe,15,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-92000,Mainland rural,Authority,No,No,Paraffin-wick lamp,80,3,2
253,266,7,0,0,0,Arusha,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,240,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Poorest,-89000,Mainland rural, ,No,No,Other,150,2,8
254,281,6,1,0,1,Arusha,Rural,Countryside,Spring,10,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorest,-85000,Mainland rural, ,No,No,Paraffin-wick lamp,80,3,4
255,222,4,1,0,1,Kilimanjaro,Urban,Town,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,Yes,Yes,Yes,No,Cement,Baked bricks,Iron sheets,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,4,Richest,113000,Mainland urban, ,No,No,Electricity,23,3,0
256,251,5,1,0,1,Kilimanjaro,Urban,Town,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - with slab,No,Yes,No,No,Cement,Baked bricks,Iron sheets,2,No,No,Wood,Yes,Yes,No,Yes,No,No,No,No,No, ,Richer,75000,Mainland urban, ,No,Yes,Other,23,3,0
257,265,4,2,0,0,Kilimanjaro,Urban,Town,Tanker truck,5,99,Yes,No,No,No,Cement,Baked bricks,Iron sheets,1,No,Yes,Electricity,Yes,No,No,No,No,No,No,No,No,3,Richest,117000,Mainland urban, ,Yes,Yes,Firewood,23,2,0
258,280,1,1,0,0,Kilimanjaro,Urban,Town,Protected public well,180,Pit latrine - without slab / open pit,No,No,No,No,Cement,Sun-dried bricks,Iron sheets,1,No,Yes,Wood,Yes,Yes,Yes,Yes,No,No,No,No,No,2,Richer,8000,Mainland urban, ,Yes,Yes,Paraffin-hurricane lamp,23,3,1
259,294,5,1,0,0,Kilimanjaro,Urban,Town,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - with slab,Yes,Yes,No,No,Cement,OTHER,Iron sheets,3,No,Yes,Wood,Yes,Yes,Yes,Yes,No,No,No,No,No,5,Richest,126000,Mainland urban, ,Yes,Yes,Electricity,25,3,0
260,309,5,1,0,1,Kilimanjaro,Urban,Town,Tanker truck,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Sun-dried bricks,Grass/thatch/mud,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-49000,Mainland urban, ,Yes,No,Paraffin-hurricane lamp,23,2,1
261,221,4,0,0,0,Kilimanjaro,Urban,Town,Public tap/standpipe,120,Pit latrine - without slab / open pit,Yes,Yes,Yes,Yes,Cement,Cement blocks,Iron sheets,4,No,No,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Richest,152000,Mainland urban,Authority,Yes,No,Electricity,27,2,2
262,232,5,2,1,0,Kilimanjaro,Urban,Town,Tanker truck,30,Pit latrine - without slab / open pit,Yes,Yes,Yes,Yes,Cement,Cement blocks,Iron sheets,4,No,Yes,Charcoal,Yes,Yes,Yes,No,No,No,No,No,No,2,Richest,212000,Mainland urban, ,Yes,Yes,Electricity,27,3,3
263,256,5,1,0,2,Kilimanjaro,Urban,Town,Public tap/standpipe,15,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Cement blocks,Iron sheets,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Richer,52000,Mainland urban,Authority,Yes,No,Paraffin-hurricane lamp,27,3,3
264,99,2,0,0,0,Kilimanjaro,Rural,Countryside,Neighbour tap,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",OTHER,Iron sheets,2,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-35000,Mainland rural, ,Yes,No,Paraffin-wick lamp,12,3,2
265,81,7,1,0,0,Kilimanjaro,Rural,Countryside,Neighbour tap,10,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,5,No, ,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Middle,-50000,Mainland rural, ,Yes,No,Paraffin-wick lamp,48,3,2
266,201,1,0,0,0,Kilimanjaro,Rural,Countryside,Protected public well,240,Pit latrine - with slab,No,Yes,No,No,Cement,Baked bricks,Iron sheets,1,No,No,Kerosene,No,Yes,Yes,No,No,No,No,Yes,No, ,Richer,68000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,20,3,0
267,192,6,0,0,3,Kilimanjaro,Rural,Countryside,Public tap/standpipe,45,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,1,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-27000,Mainland rural,Authority,Yes,No,Paraffin-wick lamp,24,3,4
268,49,2,0,0,1,Kilimanjaro,Rural,Countryside,Spring,120,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Baked bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-43000,Mainland rural, ,Yes,No,Paraffin-wick lamp,45,3,4
269,71,6,2,0,2,Kilimanjaro,Rural,Countryside,Neighbour tap,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-11000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,24,3,0
270,198,5,1,0,1,Kilimanjaro,Rural,Countryside,Spring,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-69000,Mainland rural, ,No,No,Paraffin-wick lamp,24,2,1
271,177,4,1,1,1,Kilimanjaro,Rural,Countryside,Public tap/standpipe,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richer,-10000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,34,3,3
272,269,3,1,0,0,Kilimanjaro,Rural,Countryside,Public tap/standpipe,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Middle,-36000,Mainland rural,Authority,No,No,Paraffin-presuure lamp,41,3,2
273,358,6,1,0,1,Kilimanjaro,Rural,Countryside,Public tap/standpipe,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung","Wood, timber",OTHER,3,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,2,Middle,-38000,Mainland rural,Authority,Yes,Yes,Paraffin-wick lamp,41,3,2
274,387,3,1,1,0,Kilimanjaro,Rural,Countryside,Piped to yard/plot,0,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Cement blocks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Richest,89000,Mainland rural,CBO/NGO,Yes,Yes,Paraffin-hurricane lamp,44,3,0
275,447,7,1,0,2,Kilimanjaro,Rural,Countryside,Public tap/standpipe,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung","Wood, timber",Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richer,-2000,Mainland rural,Authority,Yes,Yes,Paraffin-hurricane lamp,44,3,0
276,476,6,2,1,0,Kilimanjaro,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - with slab,No,Yes,No,No,Cement,"Wood, timber",Iron sheets,3,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Richer,39000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,44,2,1
277,506,4,1,0,1,Kilimanjaro,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,40,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung","Wood, timber",Iron sheets,1,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,4,Poorer,-72000,Mainland rural, ,No,No,Paraffin-wick lamp,44,3,0
278,535,3,1,0,0,Kilimanjaro,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,20,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,"Wood, timber",Iron sheets,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richer,49000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,44,3,0
279,565,6,1,1,1,Kilimanjaro,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung","Wood, timber",Iron sheets,3,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Richer,19000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,44,3,1
280,595,6,0,0,2,Kilimanjaro,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,10,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung","Wood, timber",Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Richer,9000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,44,2,1
281,624,4,1,0,1,Kilimanjaro,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-54000,Mainland rural, ,No,No,Paraffin-wick lamp,44,3,1
282,130,6,1,0,0,Tanga,Urban,"Capital, large city",Piped to yard/plot,0,Flush - to pit latrine,Yes,Yes,Yes,Yes,Cement,Cement blocks,Iron sheets,5,Yes,No,Charcoal,Yes,Yes,No,No,No,No,No,Yes,No, ,Richest,290000,Mainland urban,Authority,No,Yes,Electricity,2,3,3
283,189,6,1,0,1,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,5,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-51000,Mainland rural, ,No,Yes,Paraffin-wick lamp,8,3,8
284,199,3,0,0,0,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,5,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorer,-72000,Mainland rural, ,No,No,Paraffin-wick lamp,12,2,12
285,220,3,0,0,0,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-41000,Mainland rural, ,Yes,No,Paraffin-wick lamp,16,3,16
286,229,4,0,0,2,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,OTHER,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,2,Poorer,-72000,Mainland rural, ,No,No,Paraffin-wick lamp,35,3,8
287,245,9,1,0,2,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-34000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,35,3,8
288,260,2,0,0,0,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,No,Yes,Yes,No,No,No,No,Yes,No, ,Poorer,-72000,Mainland rural, ,No,No,Paraffin-wick lamp,35,3,8
289,276,4,0,0,0,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,2,Poorer,-65000,Mainland rural, ,No,No,Paraffin-wick lamp,35,3,8
290,292,5,1,0,0,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,No,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Poorer,-78000,Mainland rural, ,No,No,Paraffin-wick lamp,35,3,8
291,308,1,0,0,0,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorer,-74000,Mainland rural, ,No,No,Paraffin-wick lamp,35,3,8
292,323,2,1,0,0,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,180,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,7,Poorer,-73000,Mainland rural, ,No,No,Paraffin-wick lamp,35,2,8
293,339,7,1,0,2,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-41000,Mainland rural, ,Yes,No,Paraffin-wick lamp,35,3,12
294,205,5,2,0,1,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Poorest,-87000,Mainland rural, ,No,No,Paraffin-wick lamp,15,2,2
295,217,4,3,0,1,Tanga,Rural,Countryside,Public tap/standpipe,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,Yes,No,No,Yes,No,No,No,No, ,Poorest,-87000,Mainland rural,Authority,No,No,Paraffin-wick lamp,15,3,2
296,228,5,2,0,2,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - with slab,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,Yes,Yes,No,Yes,No,No,Yes,No, ,Middle,-41000,Mainland rural, ,Yes,No,Paraffin-wick lamp,15,3,2
297,240,3,1,0,0,Tanga,Rural,Countryside,Public tap/standpipe,40,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,No,No, ,Poorer,-79000,Mainland rural,Authority,Yes,No,Paraffin-wick lamp,15,3,4
298,315,2,0,0,0,Tanga,Rural,Countryside,Open public well,90,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,Yes,Yes,Yes,No,No,No,No,Yes,No, ,Poorer,-67000,Mainland rural, ,Yes,No,Paraffin-wick lamp,20,3,12
299,332,2,0,2,0,Tanga,Rural,Countryside,Neighbour borehole,60,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-83000,Mainland rural, ,No,No,Paraffin-wick lamp,26,3,8
300,349,10,2,0,1,Tanga,Rural,Countryside,Open public well,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,Yes,Yes,Yes,Yes,No,No,No,No,No, ,Poorer,-61000,Mainland rural, ,No,Yes,Paraffin-wick lamp,20,3,1
301,365,1,0,0,0,Tanga,Rural,Countryside,Open public well,5,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-87000,Mainland rural, ,No,No,Firewood,30,3,7
302,175,6,2,1,1,Tanga,Rural,Countryside,Open public well,20,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-20000,Mainland rural, ,Yes,Yes,Paraffin-hurricane lamp,11,3,6
303,257,7,5,0,0,Tanga,Rural,Countryside,Open public well,90,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,No,Yes,Yes,No,No,No,No,Yes,No,8,Poorest,-86000,Mainland rural, ,No,No,Paraffin-wick lamp,11,2,11
304,273,7,1,1,2,Tanga,Rural,Countryside,Open public well,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-69000,Mainland rural, ,No,Yes,Paraffin-wick lamp,11,3,4
305,306,7,2,0,1,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,Yes,Yes,No,Cement,Poles and mud,Iron sheets,3,No,Yes,Wood,Yes,Yes,No,No,No,No,No,Yes,No,2,Richer,24000,Mainland rural, ,Yes,No,Paraffin-wick lamp,4,3,4
306,322,6,1,0,1,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,4,Poorer,-68000,Mainland rural, ,No,No,Paraffin-wick lamp,4,3,4
307,338,6,1,0,1,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,40,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Poles and mud,Iron sheets,3,No,Yes,Wood,Yes,Yes,No,No,No,No,No,Yes,No,3,Richer,12000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,11,3,4
308,355,7,0,0,0,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,45,Pit latrine - without slab / open pit,No,No,No,No,Cement,Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-27000,Mainland rural, ,Yes,No,Paraffin-wick lamp,6,3,4
309,275,1,0,1,0,Tanga,Rural,Countryside,Neighbour tap,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Middle,-45000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,20,2,1
310,331,1,0,0,0,Tanga,Rural,Countryside,Neighbour tap,10,Pit latrine - with slab,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,3,Middle,-56000,Mainland rural, ,No,No,Paraffin-wick lamp,24,3,2
311,357,2,1,0,0,Tanga,Rural,Countryside,Neighbour tap,10,Pit latrine - without slab / open pit,No,Yes,No,No,Cement,Poles and mud,Iron sheets,1,No,Yes,Charcoal,Yes,Yes,Yes,No,Yes,No,No,Yes,No,7,Richer,27000,Mainland rural, ,Yes,No,Paraffin-wick lamp,24,3,2
312,409,1,0,0,0,Tanga,Rural,Countryside,Protected public well,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Charcoal,No,No,No,No,No,No,No,No,No,2,Middle,-30000,Mainland rural, ,No,No,Paraffin-wick lamp,24,3,2
313,434,1,0,1,0,Tanga,Rural,Countryside,Neighbour tap,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,7,Middle,-47000,Mainland rural, ,Yes,No,Paraffin-wick lamp,24,3,2
314,460,1,0,0,0,Tanga,Rural,Countryside,Open public well,45,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,No,No,No,No,No,No,No,No,No,2,Poorer,-59000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,24,3,2
315,486,3,0,0,0,Tanga,Rural,Countryside,Neighbour tap,30,No facility/bush/field,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,1,No, ,Wood,No,Yes,No,No,Yes,No,No,No,No, ,Poorer,-80000,Mainland rural, ,No,No,Paraffin-wick lamp,24,2,2
316,512,3,0,0,0,Tanga,Rural,Countryside,Neighbour tap,5,Flush - to pit latrine,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Middle,-21000,Mainland rural, ,Yes,No,Paraffin-wick lamp,24,3,2
317,537,9,1,0,0,Tanga,Rural,Countryside,Public tap/standpipe,15,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,No,Wood,Yes,No,No,No,No,No,No,No,No, ,Poorer,-62000,Mainland rural,Authority,No,No,Paraffin-wick lamp,24,3,2
318,563,2,1,0,0,Tanga,Rural,Countryside,Neighbour tap,30,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,1,No,Yes,Wood,No,No,No,No,No,No,No,No,No,4,Middle,-45000,Mainland rural, ,Yes,No,Paraffin-wick lamp,24,3,2
319,184,1,0,1,0,Tanga,Rural,Countryside,Tanker truck,45,Pit latrine - with slab,Yes,Yes,Yes,No,Cement,Baked bricks,Iron sheets,1,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,4,Richest,141000,Mainland rural, ,No,No,Electricity,2,3,2
320,219,4,0,0,0,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,15,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Iron sheets,2,No,Yes,Wood,Yes,No,No,No,No,No,No,No,No,4,Middle,-46000,Mainland rural, ,Yes,No,Paraffin-wick lamp,36,3,36
321,271,7,1,0,0,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,60,No facility/bush/field,No,Yes,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No, ,Wood,No,Yes,Yes,No,No,No,No,No,No, ,Poorer,-77000,Mainland rural, ,No,Yes,Paraffin-wick lamp,51,3,24
322,341,5,1,1,0,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,3,Poorer,-72000,Mainland rural, ,No,No,Paraffin-wick lamp,36,3,36
323,376,7,1,0,2,Tanga,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,30,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,Yes,Yes,Yes,No,No,No,No,No,No,7,Poorest,-92000,Mainland rural, ,No,No,Paraffin-wick lamp,36,3,10
324,258,11,2,2,3,Morogoro,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,10,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,3,No,No,Wood,No,No,No,No,No,No,No,No,No, ,Poorest,-97000,Mainland rural, ,No,No,Paraffin-wick lamp,50,2,10
325,285,4,1,0,2,Morogoro,Rural,Countryside,River/dam/lake/ponds/stream/canal/irirgation channel,15,Pit latrine - without slab / open pit,No,No,No,No,"Earth, sand, dung",Poles and mud,Grass/thatch/mud,2,No,Yes,Wood,No,No,No,No,No,No,No,No,No,3,Poorest,-100000,Mainland rural, ,No,No,Paraffin-wick lamp,66,2,13
326,288,7,1,0,2,Morogoro,Rural,Countryside,Neighbour tap,10,Pit latrine - without slab / open pit,No,Yes,No,No,"Earth, sand, dung",Sun-dried bricks,Iron sheets,3,No,No,Wood,Yes,Yes,No,Yes,No,No,No,No,No, ,Richer,-16000,Mainland rural, ,Yes,No,Paraffin-hurricane lamp,150,3,1
